station_origin,station_destination,flows,population,jobs,distance
Aldgate,Ruislip,1,2886,257,28158.361001037025
Aldgate,Ruislip Gardens,0,2886,167,26929.4258474079
Aldgate,Ruislip Manor,1,2886,408,27479.479707885588
Aldgate,Russell Square,7,2886,5172,4653.439032072025
Aldgate,Seven Sisters,2,2886,10191,10187.289906870441
Aldgate,Shepherd's Bush,2,2886,9890,11182.506461607187
Aldgate,Shepherd's Bush Market,3,2886,416,12946.917912574027
Aldgate,Sloane Square,6,2886,8229,7333.896253517911
Aldgate,Snaresbrook,0,2886,512,12767.479275314954
Aldgate,South Ealing,0,2886,670,19071.65260200693
Aldgate,South Harrow,0,2886,387,26339.473713549647
Aldgate,South Kensington,10,2886,15325,8507.101879060694
Aldgate,South Kenton,0,2886,261,20320.756545005173
Aldgate,South Ruislip,0,2886,289,26043.5460746451
Aldgate,South Wimbledon,0,2886,1361,15126.866379726669
Aldgate,South Woodford,0,2886,766,14083.327638555806
Aldgate,Southfields,0,2886,1351,16064.808071707523
Aldgate,Southgate,1,2886,874,17479.102156040084
Aldgate,Southwark,0,2886,10326,3421.9354791292117
Aldgate,St. James's Park,15,2886,13339,5390.874154886573
Aldgate,St. John's Wood,1,2886,3982,8810.129226787958
Aldgate,St. Paul's,4,2886,13446,2286.4051077761574
Aldgate,Stamford Brook,0,2886,784,14116.484837903514
Aldgate,Stanmore,4,2886,983,24747.672127914106
Aldgate,Stepney Green,0,2886,1879,3479.864412798828
Aldgate,Stockwell,0,2886,1623,6698.020575069728
Aldgate,Stonebridge Park,0,2886,729,16318.825468912866
Aldgate,Stratford,6,2886,55954,7314.064792350413
Aldgate,Sudbury Hill,0,2886,277,25194.125521826107
Aldgate,Sudbury Town,0,2886,218,23577.13044832808
Aldgate,Swiss Cottage,2,2886,2598,9780.048473010209
Aldgate,Temple,8,2886,6780,3426.658496534216
Aldgate,Tooting Bec,0,2886,1239,11693.122187073172
Aldgate,Tooting Broadway,1,2886,4506,12768.045513894536
Aldgate,Tottenham Court Road,14,2886,19126,4744.064123335806
Aldgate,Tottenham Hale,0,2886,3239,11340.846636620236
Aldgate,Totteridge & Whetstone,0,2886,287,18850.39039233533
Aldgate,Tower Hill,4,2886,8286,597.1784875613464
Aldgate,Tufnell Park,0,2886,557,8486.73565009692
Aldgate,Turnham Green,0,2886,1515,14721.238945168625
Aldgate,Turnpike Lane,2,2886,992,11709.467356040373
Aldgate,Upton Park,0,2886,1642,9606.00306238245
Aldgate,Uxbridge,29,2886,4316,33212.85238326139
Aldgate,Vauxhall,3,2886,16242,8204.858494357515
Aldgate,Victoria,5,2886,33251,6168.161529555119
Aldgate,Walthamstow Central,0,2886,5271,11103.017014963281
Aldgate,Wanstead,0,2886,419,12776.776048071062
Aldgate,Warren Street,0,2886,17309,5682.751402588549
Aldgate,Warwick Avenue,2,2886,1174,9427.278124660303
Aldgate,Waterloo,3,2886,23466,3979.79328802425
Aldgate,Watford,2,2886,961,36353.67244763379
Aldgate,Wembley Central,0,2886,1327,18036.9166854122
Aldgate,Wembley Park,40,2886,5759,17472.07475448988
Aldgate,West Acton,0,2886,488,17432.09084603851
Aldgate,West Brompton,0,2886,5859,10735.904766021264
Aldgate,West Finchley,0,2886,91,16426.795508182902
Aldgate,West Ham,0,2886,5487,7355.039394773114
Aldgate,West Hampstead,9,2886,5856,10961.53967648403
Aldgate,West Harrow,2,2886,122,23169.865173629983
Aldgate,West Kensington,0,2886,1345,11112.574751758197
Aldgate,West Ruislip,0,2886,194,29053.805600149837
Aldgate,Westbourne Park,6,2886,1347,10401.338589278417
Aldgate,Westminster,14,2886,15466,4830.135848527967
Aldgate,White City,2,2886,5966,12482.982808322166
Aldgate,Whitechapel,2,2886,17633,2399.721365028232
Aldgate,Willesden Green,5,2886,830,13162.194325228365
Aldgate,Willesden Junction,1,2886,4165,13679.672253510684
Aldgate,Wimbledon,0,2886,6295,19080.297015621236
Aldgate,Wood Green,4,2886,2146,12640.280510164226
Aldgate,Wood Lane,8,2886,1578,12420.669405104076
Aldgate,Woodford,0,2886,706,15795.27145027689
Aldgate,Woodside Park,0,2886,745,17373.282059748202
Aldgate East,Acton Town,2,3172,2202,17185.795767096308
Aldgate East,Aldgate,0,3172,7782,1436.401300553867
Aldgate East,Alperton,0,3172,741,22158.833374943366
Aldgate East,Amersham,0,3172,256,45479.63823885677
Aldgate East,Angel,20,3172,8103,3774.059857501372
Aldgate East,Archway,4,3172,2193,9724.038007482135
Aldgate East,Arnos Grove,0,3172,748,15743.73078393044
Aldgate East,Arsenal,0,3172,315,7742.732165605752
Aldgate East,Baker Street,45,3172,14973,6915.008950764641
Aldgate East,Balham,2,3172,3814,10960.033886015233
Aldgate East,Bank and Monument,95,3172,78549,1678.9375072345836
Aldgate East,Barbican,45,3172,9134,2107.2024589884413
Aldgate East,Barking,15,3172,7004,11892.151700743367
Aldgate East,Barkingside,0,3172,262,17466.80978707225
Aldgate East,Barons Court,7,3172,2956,11915.342487019978
Aldgate East,Bayswater,0,3172,615,9902.920723349647
Aldgate East,Becontree,0,3172,456,15186.587541609315
Aldgate East,Belsize Park,2,3172,2255,8719.854469034653
Aldgate East,Bermondsey,0,3172,3172,4653.4375425592025
Aldgate East,Bethnal Green,0,3172,4660,3373.038818434069
Aldgate East,Blackfriars,165,3172,10849,2916.6739008796512
Aldgate East,Blackhorse Road,1,3172,2955,12905.783061612743
Aldgate East,Bond Street,39,3172,20967,6414.724764195435
Aldgate East,Borough,7,3172,3254,3080.2297930980567
Aldgate East,Boston Manor,2,3172,892,20697.46369536715
Aldgate East,Bounds Green,0,3172,778,14389.483357167834
Aldgate East,Bow Road,16,3172,1193,3697.628475037432
Aldgate East,Brent Cross,0,3172,450,13798.615343028405
Aldgate East,Brixton,5,3172,5084,8526.782377579491
Aldgate East,Bromley-by-Bow,18,3172,1613,4706.3934831944825
Aldgate East,Buckhurst Hill,0,3172,228,16692.444761501287
Aldgate East,Burnt Oak,1,3172,649,18391.130672575404
Aldgate East,Caledonian Road,3,3172,1803,6460.727428481222
Aldgate East,Camden Town,16,3172,6348,6687.99819382834
Aldgate East,Canada Water,0,3172,20443,3802.2257068031663
Aldgate East,Canary Wharf,3,3172,58772,5127.924525269724
Aldgate East,Canning Town,5,3172,15428,7175.685551529884
Aldgate East,Cannon Street,85,3172,4698,2008.2451902429061
Aldgate East,Canons Park,0,3172,526,23571.82614280157
Aldgate East,Chalk Farm,4,3172,1329,7681.764070701785
Aldgate East,Chancery Lane,9,3172,15391,3623.5870049496893
Aldgate East,Charing Cross,1,3172,7016,4803.603799693277
Aldgate East,Chigwell,0,3172,148,17939.919395505258
Aldgate East,Chiswick Park,4,3172,1517,15913.639969089696
Aldgate East,Clapham Common,3,3172,2020,8535.11474933437
Aldgate East,Clapham North,2,3172,1238,7892.360681724691
Aldgate East,Clapham South,1,3172,1513,9787.421713177737
Aldgate East,Cockfosters,0,3172,262,20932.463465477642
Aldgate East,Colindale,2,3172,2081,17084.7309165423
Aldgate East,Colliers Wood,0,3172,865,14290.467574006492
Aldgate East,Covent Garden,3,3172,4355,4821.986279776253
Aldgate East,Dagenham East,2,3172,649,17893.96953876728
Aldgate East,Dagenham Heathway,2,3172,1108,16614.764152782718
Aldgate East,Debden,2,3172,865,20579.99714695956
Aldgate East,Dollis Hill,1,3172,847,14652.063619846234
Aldgate East,Ealing Broadway,3,3172,4846,19291.011209890625
Aldgate East,Ealing Common,0,3172,915,18212.4081016639
Aldgate East,Earl's Court,21,3172,6613,10410.569867980135
Aldgate East,East Acton,1,3172,1505,14682.173609876532
Aldgate East,East Finchley,0,3172,1253,13063.237781906744
Aldgate East,East Ham,14,3172,2062,9469.868047997092
Aldgate East,East Putney,9,3172,1877,14676.005018500595
Aldgate East,Eastcote,0,3172,364,26597.039522753825
Aldgate East,Edgware,0,3172,772,19909.245151829837
Aldgate East,Edgware Road,20,3172,6868,7949.827808155563
Aldgate East,Elephant & Castle,18,3172,6427,3901.3492848676538
Aldgate East,Elm Park,0,3172,269,20189.75968729582
Aldgate East,Embankment,131,3172,10220,4463.2779688700175
Aldgate East,Epping,0,3172,498,26527.384439144036
Aldgate East,Euston,13,3172,16800,5314.422092845791
Aldgate East,Euston Square,105,3172,8093,5465.5339075378515
Aldgate East,Fairlop,0,3172,182,18635.5158432315
Aldgate East,Farringdon,140,3172,25592,2568.1049285763306
Aldgate East,Finchley Central,4,3172,1921,15433.776744443432
Aldgate East,Finchley Road,1,3172,3417,10449.594031908731
Aldgate East,Finsbury Park,2,3172,6769,8515.482683338354
Aldgate East,Fulham Broadway,9,3172,4200,11920.69997330832
Aldgate East,Gants Hill,0,3172,601,13978.521197071199
Aldgate East,Gloucester Road,20,3172,5194,9500.467837548877
Aldgate East,Golders Green,1,3172,1871,12283.526888028751
Aldgate East,Goldhawk Road,4,3172,370,13629.975271081015
Aldgate East,Goodge Street,13,3172,6457,5630.571050616403
Aldgate East,Grange Hill,0,3172,76,19286.82264854522
Aldgate East,Great Portland Street,30,3172,6936,6085.480776701327
Aldgate East,Green Park,46,3172,26754,6153.011785552775
Aldgate East,Greenford,0,3172,1157,22143.25074951454
Aldgate East,Gunnersbury,14,3172,4775,16510.569643151764
Aldgate East,Hainault,0,3172,356,19514.18026376107
Aldgate East,Hammersmith,37,3172,18250,12809.160386106827
Aldgate East,Hampstead,2,3172,2010,9897.841419850327
Aldgate East,Hanger Lane,1,3172,1493,18316.955101726755
Aldgate East,Harlesden,2,3172,1668,15067.663790428984
Aldgate East,Harrow & Wealdstone,0,3172,1335,23732.18074263827
Aldgate East,Harrow-on-the-Hill,0,3172,3019,22171.79637125861
Aldgate East,Hatton Cross,3,3172,1219,29253.87401396839
Aldgate East,Heathrow Terminal 4,1,3172,693,31130.206680037933
Aldgate East,Heathrow Terminal 5,4,3172,975,34121.78521513241
Aldgate East,Heathrow Terminals 2 & 3,9,3172,2406,31666.553159967338
Aldgate East,Hendon Central,4,3172,1878,14932.235627001259
Aldgate East,High Barnet,0,3172,953,21686.779835882495
Aldgate East,High Street Kensington,10,3172,5427,10505.57359208041
Aldgate East,Highbury & Islington,0,3172,25385,7007.88791974382
Aldgate East,Highgate,1,3172,856,11314.23571334524
Aldgate East,Hillingdon,0,3172,318,31312.22698959234
Aldgate East,Holborn,50,3172,22346,4189.061931745778
Aldgate East,Holland Park,1,3172,2063,10512.890126365997
Aldgate East,Holloway Road,3,3172,1696,7076.020622548271
Aldgate East,Hornchurch,1,3172,451,21734.12683413915
Aldgate East,Hounslow Central,0,3172,708,24971.374204350715
Aldgate East,Hounslow East,1,3172,843,24225.69768056213
Aldgate East,Hounslow West,1,3172,401,26450.441703785207
Aldgate East,Hyde Park Corner,2,3172,2410,6932.881912911107
Aldgate East,Kennington,2,3172,1161,4740.901559583465
Aldgate East,Kensal Green,0,3172,472,12571.225984669061
Aldgate East,Kensington,0,3172,2252,11957.23859644231
Aldgate East,Kentish Town,2,3172,3404,7965.929409469593
Aldgate East,Kew Gardens,1,3172,792,18290.792121503393
Aldgate East,Kilburn,1,3172,1953,12220.925771339247
Aldgate East,Kilburn Park,1,3172,823,11310.424959955119
Aldgate East,King's Cross St. Pancras,111,3172,33330,4426.079905507268
Aldgate East,Kingsbury,0,3172,1018,20632.56844770794
Aldgate East,Knightsbridge,12,3172,6821,7516.823245814539
Aldgate East,Ladbroke Grove,5,3172,2131,11451.037973602959
Aldgate East,Lambeth North,4,3172,1319,4795.515970072282
Aldgate East,Lancaster Gate,2,3172,1820,8316.72754462669
Aldgate East,Latimer Road,3,3172,1109,12110.60202082138
Aldgate East,Leicester Square,17,3172,8847,5187.508471653585
Aldgate East,Leyton,3,3172,1447,8009.0028896644435
Aldgate East,Leytonstone,9,3172,1844,9672.86891109941
Aldgate East,Liverpool Street,47,3172,61122,965.8462909012826
Aldgate East,London Bridge,25,3172,29930,2565.648941452254
Aldgate East,Loughton,0,3172,655,18527.90034908562
Aldgate East,Maida Vale,1,3172,949,10458.652982151767
Aldgate East,Manor House,0,3172,1311,9631.608158985788
Aldgate East,Mansion House,80,3172,7815,2256.420377719899
Aldgate East,Marble Arch,7,3172,6145,7098.148646936065
Aldgate East,Marylebone,7,3172,4250,7453.298282096222
Aldgate East,Mile End,22,3172,3759,3072.7100862523203
Aldgate East,Mill Hill East,0,3172,681,16955.95723921653
Aldgate East,Moorgate,65,3172,24574,1399.9263098749984
Aldgate East,Morden,2,3172,1447,16902.136263921468
Aldgate East,Mornington Crescent,2,3172,2927,6097.797946947303
Aldgate East,Neasden,0,3172,732,15437.631806639676
Aldgate East,Newbury Park,0,3172,559,16336.27460136891
Aldgate East,North Acton,3,3172,3168,15862.679619791195
Aldgate East,North Ealing,0,3172,332,19136.799622052742
Aldgate East,North Greenwich,6,3172,6276,6957.699875148851
Aldgate East,North Harrow,0,3172,190,24151.385370671287
Aldgate East,North Wembley,1,3172,365,19628.799196443208
Aldgate East,Northfields,0,3172,864,19766.633292812716
Aldgate East,Northolt,0,3172,663,23961.654493070197
Aldgate East,Northwick Park,0,3172,1713,20868.68014070909
Aldgate East,Northwood,0,3172,1018,29414.345443237446
Aldgate East,Northwood Hills,0,3172,488,27827.705402642776
Aldgate East,Notting Hill Gate,0,3172,5490,9813.170989626959
Aldgate East,Oakwood,0,3172,423,19588.50948060519
Aldgate East,Old Street,7,3172,15897,2253.433033269185
Aldgate East,Osterley,1,3172,521,23258.221398640482
Aldgate East,Oval,7,3172,2544,5656.046879987134
Aldgate East,Oxford Circus,50,3172,44368,5860.394480040159
Aldgate East,Paddington,67,3172,20198,8738.441653316866
Aldgate East,Park Royal,3,3172,1552,20236.43323557329
Aldgate East,Parsons Green,7,3172,2711,12623.030970637523
Aldgate East,Perivale,0,3172,532,20546.842350143404
Aldgate East,Piccadilly Circus,61,3172,13641,5375.404450770643
Aldgate East,Pimlico,4,3172,5585,7810.057822018842
Aldgate East,Pinner,0,3172,292,25669.09969206315
Aldgate East,Plaistow,9,3172,1049,6848.491380425458
Aldgate East,Preston Road,0,3172,411,19135.563964358073
Aldgate East,Putney Bridge,12,3172,2494,13617.469807284384
Aldgate East,Queen's Park,1,3172,2167,11186.627086939454
Aldgate East,Queensbury,0,3172,439,21878.55409510282
Aldgate East,Queensway,3,3172,1882,9174.860411913445
Aldgate East,Ravenscourt Park,5,3172,1895,13649.250723394589
Aldgate East,Rayners Lane,0,3172,426,24777.72249924925
Aldgate East,Redbridge,0,3172,198,12520.779801054272
Aldgate East,Regent's Park,0,3172,3364,6838.428228721367
Aldgate East,Richmond,16,3172,5397,20458.912357241872
Aldgate East,Roding Valley,0,3172,84,15751.281129414425
Aldgate East,Royal Oak,3,3172,856,9675.724113824825
Aldgate East,Ruislip,0,3172,257,28402.13853778559
Aldgate East,Ruislip Manor,0,3172,408,27723.257244634155
Aldgate East,Russell Square,5,3172,5172,4895.483357503199
Aldgate East,Seven Sisters,1,3172,10191,10431.067443619015
Aldgate East,Shepherd's Bush,2,3172,9890,11424.550787038359
Aldgate East,Shepherd's Bush Market,3,3172,416,13190.695449322599
Aldgate East,Sloane Square,58,3172,8229,7575.940578949087
Aldgate East,Snaresbrook,2,3172,512,11331.077974761089
Aldgate East,South Ealing,2,3172,670,19313.696927438104
Aldgate East,South Harrow,0,3172,387,26583.251250298214
Aldgate East,South Kensington,79,3172,15325,8749.14620449187
Aldgate East,South Ruislip,0,3172,289,26285.59040007627
Aldgate East,South Wimbledon,2,3172,1361,15368.910705157841
Aldgate East,South Woodford,3,3172,766,12646.92633800194
Aldgate East,Southfields,3,3172,1351,16306.852397138699
Aldgate East,Southgate,0,3172,874,17722.879692788658
Aldgate East,Southwark,1,3172,10326,3663.9798045603857
Aldgate East,St. James's Park,117,3172,13339,5632.918480317748
Aldgate East,St. John's Wood,2,3172,3982,9053.906763536532
Aldgate East,St. Paul's,4,3172,13446,2528.4494332073314
Aldgate East,Stamford Brook,5,3172,784,14358.52916333469
Aldgate East,Stanmore,0,3172,983,24991.449664662672
Aldgate East,Stepney Green,38,3172,1879,2043.4631122449614
Aldgate East,Stockwell,4,3172,1623,6940.064900500902
Aldgate East,Stonebridge Park,0,3172,729,16562.60300566144
Aldgate East,Stratford,82,3172,55954,5877.6634917965475
Aldgate East,Sudbury Hill,0,3172,277,25436.169847257283
Aldgate East,Sudbury Town,0,3172,218,23819.174773759256
Aldgate East,Swiss Cottage,1,3172,2598,10023.826009758783
Aldgate East,Temple,195,3172,6780,3668.70282196539
Aldgate East,Theydon Bois,0,3172,98,23902.000327133603
Aldgate East,Tooting Bec,2,3172,1239,11935.166512504344
Aldgate East,Tooting Broadway,8,3172,4506,13010.089839325708
Aldgate East,Tottenham Court Road,45,3172,19126,4986.10844876698
Aldgate East,Tottenham Hale,0,3172,3239,11584.62417336881
Aldgate East,Totteridge & Whetstone,0,3172,287,19094.167929083902
Aldgate East,Tower Hill,25,3172,8286,839.2228129925206
Aldgate East,Tufnell Park,0,3172,557,8730.513186845494
Aldgate East,Turnham Green,6,3172,1515,14963.2832705998
Aldgate East,Turnpike Lane,0,3172,992,11953.244892788947
Aldgate East,Upminster,0,3172,1132,24271.804642578267
Aldgate East,Upminster Bridge,0,3172,568,22961.06080841422
Aldgate East,Upney,1,3172,485,13259.443491665077
Aldgate East,Upton Park,12,3172,1642,8169.601761828585
Aldgate East,Uxbridge,0,3172,4316,33456.62992000995
Aldgate East,Vauxhall,19,3172,16242,8446.90281978869
Aldgate East,Victoria,31,3172,33251,6410.205854986294
Aldgate East,Walthamstow Central,0,3172,5271,11346.794551711853
Aldgate East,Wanstead,0,3172,419,11340.374747517197
Aldgate East,Warren Street,3,3172,17309,5926.528939337122
Aldgate East,Warwick Avenue,1,3172,1174,9671.055661408875
Aldgate East,Waterloo,49,3172,23466,4221.837613455425
Aldgate East,Watford,0,3172,961,36597.44998438236
Aldgate East,Wembley Central,0,3172,1327,18280.694222160775
Aldgate East,Wembley Park,1,3172,5759,17715.85229123845
Aldgate East,West Acton,0,3172,488,17674.135171469683
Aldgate East,West Brompton,11,3172,5859,10977.94909145244
Aldgate East,West Finchley,0,3172,91,16670.573044931476
Aldgate East,West Ham,13,3172,5487,5918.638094219248
Aldgate East,West Hampstead,4,3172,5856,11205.317213232602
Aldgate East,West Kensington,16,3172,1345,11354.619077189373
Aldgate East,West Ruislip,0,3172,194,29295.84992558101
Aldgate East,Westbourne Park,5,3172,1347,10645.11612602699
Aldgate East,Westminster,100,3172,15466,5072.180173959142
Aldgate East,White City,4,3172,5966,12725.027133753338
Aldgate East,Whitechapel,81,3172,17633,963.3200644743652
Aldgate East,Willesden Green,0,3172,830,13405.971861976937
Aldgate East,Willesden Junction,0,3172,4165,13923.449790259257
Aldgate East,Wimbledon,24,3172,6295,19322.34134105241
Aldgate East,Wimbledon Park,0,3172,596,17666.468321564174
Aldgate East,Wood Green,0,3172,2146,12884.0580469128
Aldgate East,Wood Lane,12,3172,1578,12664.446941852648
Aldgate East,Woodford,1,3172,706,14358.870149723025
Aldgate East,Woodside Park,1,3172,745,17617.059596496776
All Saints,Bank and Monument,93,740,78549,5917.618085303797
All Saints,Beckton,1,740,442,9302.577090841665
All Saints,Bow Church,74,740,925,1997.222444294101
All Saints,Canary Wharf,67,740,58772,1340.058191988581
All Saints,Canning Town,9,740,15428,3021.4042697964037
All Saints,Crossharbour,4,740,1208,2939.9882874047985
All Saints,Custom House,0,740,845,4617.32002127013
All Saints,Cutty Sark,13,740,1748,4757.389832982429
All Saints,Cyprus,1,740,850,7324.567270333506
All Saints,Deptford Bridge,10,740,840,6175.882252767789
All Saints,Devons Road,27,740,611,1358.7379194981768
All Saints,East India,0,740,1522,1866.2177511626653
All Saints,Elverson Road,1,740,226,6903.376825261514
All Saints,Gallions Reach,4,740,557,8066.336379042261
